,credit_score,age,balance,estimated_salary,country,gender,tenure
204,512.0,33,176666.62,9467.77,2,2,3
206,68.0,41,89763.84,19934.74,2,1,3
217,73.0,33,67488.62,176576.62,2,1,9
221,514.0,3,62447.64399999999,1251.24,2,2,7
240,662.0,38,51459.164,136259.65,2,2,4
244,523.0,34,60781.181999999986,623.6,2,2,7
251,587.0,34,80048.91199999998,97932.68,2,1,1
254,696.0,28,60407.79,176713.47,2,2,8
255,766.0,41,60844.64200000001,34283.23,2,2,4
261,726.0,48,9996.19,64323.24,2,1,6
264,738.0,31,7919.799999999999,1866.23,2,2,9
265,531.0,36,9924.51,123137.1,2,1,9
268,549.0,39,98437.79800000001,81259.25,2,1,7
270,65.0,41,81081.064,191599.67,2,2,9
275,76.0,37,71118.61,11899.3,2,1,7
281,775.0,29,35108.888,68143.93,2,2,1
286,62.0,29,1397.28,161229.84,2,2,5
288,744.0,26,166297.89,181694.44,2,1,5
289,674.6,34,84084.71199999998,7978.91,2,2,1
291,747.0,41,94521.17,194926.86,2,1,5
293,75.0,34,112822.26000000001,1541.53,2,1,9
297,687.0,44,99367.35,155853.52,2,1,7
301,616.0,36,132311.71,15462.84,2,1,6
314,744.0,36,15384.44,87213.33,2,2,2
315,474.00000000000006,37,104475.402,57175.32,2,2,3
317,76.0,42,85180.416,28714.340000000004,2,2,9
318,628.0,22,63175.52999999999,85426.28,2,1,3
320,525.0,57,145965.33,64448.36,2,1,2
331,667.0,4,14652.700000000003,19162.89,2,1,1
334,626.0,37,18269.37,5597.94,2,1,6
338,85.0,39,165272.13,1419.85,2,1,5
342,545.0,47,98298.24599999998,3897.14,2,1,5
350,659.0,32,17594.11,12416.84,2,2,3
351,762.0,39,81273.13,18719.67,2,2,2
352,568.0,32,169399.6,61936.22,2,1,7
353,67.0,25,532366.604,78358.94,2,2,6
356,85.0,57,126776.3,132298.49,2,1,8
357,522.0,34,126436.29,174248.52,2,2,9
360,76.0,28,61868.534,181543.67,2,2,3
365,628.0,33,82885.22799999997,188193.25,2,1,3
370,81.0,42,141947.67,1598.29,2,2,4
377,572.0,35,15239.26,128123.66000000002,2,2,4
378,629.0,3,3413.6300000000006,1957.6300000000003,2,1,2
379,687.0,39,30734.88,18815.6,2,1,2
386,611.0,46,75513.14599999998,45886.33,2,2,6
387,73.0,62,69806.06799999998,186489.95,2,2,2
388,79.0,45,71892.04,162922.65,2,1,2
392,648.0,46,12729.0,7745.949999999999,2,2,9
393,556.0,38,58690.25,417.41,2,2,8
394,594.0,24,97378.54,7145.17,2,1,5
402,751.0,52,60044.17999999999,179291.85,2,2,8
403,443.0,36,7438.100000000001,56937.43,2,2,6
406,538.0,49,141434.4,173779.25,2,1,9
407,611.0,37,41052.08,125696.25999999998,2,1,4
410,79.0,23,65419.529999999984,12959.18,2,2,1
412,745.0,31,124328.84,14451.52,2,1,3
414,795.0,35,60407.789999999986,167155.36,2,2,8
415,626.0,26,63089.882,19142.71,2,2,8
444,553.0,47,116528.15000000001,14574.189999999999,2,2,3
449,778.0,47,127299.33999999998,124694.99,2,1,6
452,592.0,31,1171.1,43921.36,2,2,7
453,58.99999999999999,44,139432.37,62222.81,2,1,3
459,637.0,37,56767.502,18662.36,2,2,8
462,58.99999999999999,25,18738.71,1692.57,2,1,3
464,818.0,26,42058.658,16736.94,2,2,4
466,85.0,32,127567.53600000001,18924.92,2,1,9
470,631.0,27,134169.62,17673.2,2,2,1
480,788.0,34,156478.62,181196.76,2,2,6
484,615.0,61,40398.316,15227.85,2,2,9
490,591.0,29,97541.24,196356.17,2,2,1
500,555.0,32,69702.534,5445.79,2,2,4
503,638.0,44,77637.35,111346.21999999999,2,2,9
504,543.0,41,41038.24,19492.16,2,1,4
509,599.0,37,127308.50399999999,143739.29,2,1,2
512,735.0,34,74757.14799999999,7195.409999999999,2,2,5
515,793.0,38,23423.283999999996,88225.2,2,2,9
522,527.0,37,93722.73,13993.730000000001,2,2,5
530,519.0,57,11935.35,29871.789999999997,2,1,2
531,72.0,26,135219.57,59747.63,2,1,4
533,543.0,35,5948.63,76773.53,2,2,1
537,686.0,34,42622.852000000006,127569.80000000002,2,2,9
543,721.0,51,169312.13,1978.35,2,2,3
545,842.0,44,112652.8,126644.98,2,1,2
552,685.0,25,12859.63,121562.32999999999,2,1,1
555,58.99999999999999,51,154962.99,191932.27,2,1,3
558,741.0,53,85493.826,38913.68,2,2,3
559,85.0,6,82997.66199999998,75.18,2,1,5
561,65.0,61,152968.73,8297.69,2,2,1
562,67.0,36,158261.68,76744.72,2,2,8
564,689.0,38,12121.5,12182.15,2,1,6
566,438.00000000000006,54,127308.50399999999,191763.7,2,1,2
567,687.0,63,137715.66,37938.74,2,1,1
573,648.0,49,48876.394,159835.78,2,1,1
574,848.0000000000001,4,11929.96,3876.84,2,2,3
576,439.0,32,13891.61,75685.97,2,1,3
580,71.0,36,124507.77599999998,169161.46,2,2,8
581,67.0,33,18431.87,19291.39,2,1,2
582,586.0,57,91377.944,657.81,2,1,3
586,621.0,53,17491.84,35588.7,2,2,9
589,519.0,47,157296.2,147278.43,2,1,6
593,63.0,32,8234.0,146326.45,2,2,4
594,779.0,26,174318.13,38296.21,2,1,4
596,685.0,42,29034.720000000005,17811.28,2,2,9
601,762.0,26,12379.46,169654.57,2,1,7
613,667.0,38,8722.38,77866.91,2,2,1
615,727.0,31,74892.57599999999,121751.4,2,1,6
616,754.0,39,17184.99,89593.26,2,2,6
618,546.0,42,1397.51,86945.0,2,2,7
619,673.0,37,56011.796,183318.79,2,1,8
621,656.0,4,167878.5,151887.16,2,1,1
624,477.00000000000006,48,12912.64,26475.79,2,1,2
625,85.0,35,11349.82,126355.8,2,2,7
629,799.0,28,142253.65,4542.56,2,1,3
632,839.0,33,75592.43,62674.41999999999,2,1,1
635,696.0,51,98298.24599999998,5522.43,2,1,5
636,66.0,33,77104.16399999999,117834.91,2,1,1
640,752.0,48,1166.8,156618.38,2,2,5
654,729.0,31,16487.81,9567.39,2,2,8
656,549.0,25,193858.2,216.11,2,2,6
661,694.0,57,116326.70000000001,11774.65,2,2,8
668,695.0,46,122549.64,56297.850000000006,2,2,3
673,64.0,32,118879.35,19131.71,2,1,6
674,529.0,35,89402.89799999999,187288.5,2,2,5
676,593.0,38,88736.44,672.3,2,1,4
678,788.0,6,41471.068,4161.62,2,1,1
679,684.0,38,91377.944,44255.65,2,1,3
681,591.0,58,128468.68999999999,137254.55,2,2,5
685,661.0,42,17882.91,29358.57,2,2,2
696,445.0,62,64119.37999999999,76569.64,2,2,1
698,746.0,36,56680.49599999999,16436.56,2,2,2
702,594.0,49,126615.94,123214.74,2,1,2
703,574.0,36,57883.882,7179.119999999999,2,2,1
712,632.0,38,12599.21,92816.86,2,2,1
714,65.0,25,8665.5,16649.31,2,1,3
717,71.0,42,82961.63799999999,2421.56,2,1,5
720,672.0,56,29767.31,15694.419999999998,2,1,2
721,459.0,42,129634.25,177683.2,2,1,6
732,657.0,31,125167.20000000001,9882.39,2,2,3
736,816.0,67,151858.98,72814.31,2,2,6
747,45.0,46,177619.71,54227.6,2,1,5
748,727.0,38,62276.99,5928.79,2,2,2
754,838.0,39,166733.92,14279.44,2,1,5
757,736.0,28,102327.92199999999,117431.10000000002,2,1,2
765,71.0,27,135277.96,1422.15,2,1,2
768,684.0,41,119782.72,12284.67,2,2,2
777,692.0,28,118945.9,1664.25,2,2,9
779,679.0,35,119182.73,12121.9,2,1,8
785,792.0,36,9214.15,67468.67,2,2,5
788,562.0,35,54738.108,119899.52000000002,2,1,6
789,74.0,48,167997.6,173498.45,2,2,8
803,510.99999999999994,29,123316.81399999998,14676.980000000001,2,1,9
805,79.0,46,127567.53600000001,14679.81,2,1,9
811,681.0,65,134714.7,19419.81,2,2,7
812,516.0,33,68865.894,58685.590000000004,2,1,3
818,496.99999999999994,27,75263.16,164825.4,2,2,9
822,642.0,34,34391.77600000001,7285.1,2,2,8
823,732.0,69,137453.43,11932.24,2,1,9
824,6.0,36,63418.842,143635.36,2,2,4
827,758.0,56,60217.81999999999,1643.38,2,2,1
831,78.0,41,82961.63799999999,1573.99,2,1,5
836,694.0,37,92380.99200000001,14712.220000000001,2,1,3
838,553.0,48,82402.92199999999,373.95,2,1,3
843,773.0,41,98298.24599999998,28266.9,2,1,5
848,611.0,51,122874.74,149648.45,2,2,1
855,523.0,32,50431.386,167848.2,2,2,4
857,741.0,39,143637.58,174227.66,2,2,7
858,456.0,32,14756.25,135399.21,2,2,9
877,652.0,42,56426.157999999996,38152.1,2,1,4
886,739.0,38,128366.44,12796.43,2,2,2
890,788.0,37,141541.25,6613.27,2,2,8
908,685.0,31,135213.71,125777.28,2,2,1
909,86.0,25,75225.116,18461.9,2,2,7
911,648.0,53,11121.41,121542.29,2,1,6
912,545.0,32,57965.39199999999,94739.2,2,1,4
918,784.0,35,55788.00200000001,81483.64,2,2,3
919,552.0,45,36879.104,26752.56,2,2,9
921,69.0,61,89633.11,22447.85,2,2,1
926,738.0,35,71200.678,1565.73,2,2,3
930,661.0,39,132628.98,38812.67,2,2,6
933,512.0,36,122843.90999999999,135482.26,2,2,1
934,592.0,37,33729.28400000001,1656.89,2,2,9
940,71.0,35,16518.52,127951.81,2,2,1
945,697.0,25,82931.85,128373.88,2,1,5
946,599.0,39,24446.994,194273.2,2,1,4
953,694.0,39,1742.74,12284.2,2,2,3
954,665.0,42,156371.61,156774.94,2,1,2
956,87.0,42,343331.23,85523.24,2,1,3
957,771.0,67,92787.668,51219.8,2,1,8
958,531.0,27,132576.25,7222.92,2,2,8
961,685.0,35,137948.51,113639.64000000001,2,2,4
962,642.0,32,1433.8,39768.59,2,2,7
963,529.0,63,96134.11,18732.96,2,2,4
967,637.0,34,123316.81399999998,2657.8,2,1,9
973,75.0,38,97257.41,179883.4,2,1,7
975,75.0,36,11294.7,9855.81,2,1,8
987,569.0,34,151839.26,12299.81,2,2,4
988,659.0,31,14962.880000000001,14533.51,2,2,7
993,661.0,28,95357.49,12297.15,2,1,7
994,838.0,42,12315.88,145765.83,2,2,9
995,600.8,29,46124.55000000001,83912.24,2,2,9
996,811.0,44,55788.00199999999,78439.73,2,2,3
997,587.0,62,121286.27000000002,6776.92,2,2,7
1006,561.0,33,55289.659999999996,45261.47,2,1,6
1009,65.0,71,119169.68800000004,17538.77,2,2,3
1011,719.0,35,122964.88,138231.7,2,2,3
1013,635.0,24,69702.534,7668.77,2,2,4
1014,496.0,42,68865.894,19955.53,2,1,3
1021,485.0,32,12238.1,1941.12,2,2,6
1028,828.0,34,23423.284000000003,81853.98,2,2,9
1029,69.0,53,63683.14799999998,154642.91,2,2,1
1032,83.0,4,48998.812000000005,81622.52,2,2,4
1035,678.0,3,99248.13399999998,35113.8,2,2,6
1040,58.0,67,153946.14,7418.92,2,2,3
1042,63.0,39,135483.17,14881.2,2,1,7
1045,588.0,34,121132.25999999998,8646.28,2,2,6
1046,87.0,42,19668.564000000002,165.66,2,1,1
1051,625.0,49,8816.45,218.79000000000002,2,1,2
1053,6.0,5,94684.27,5488.91,2,1,6
1054,62.0,22,14164.76,3379.6,2,1,7
1055,545.0,74,110376.778,161326.73,2,1,3
1056,675.0,33,32519.048000000003,45348.8,2,2,3
1060,49.0,48,155413.6,187921.3,2,1,8
1061,71.0,38,343671.806,13639.88,2,1,4
1072,624.0,23,85093.48999999999,196668.51,2,1,6
1073,53.00000000000001,37,96001.932,13656.86,2,2,6
1076,72.0,39,129669.346,99654.13,2,2,8
1081,460.99999999999994,35,56011.795999999995,132295.95,2,1,8
1082,688.0,36,89772.3,177383.68,2,2,5
1088,85.0,22,97779.314,9684.52,2,2,2
1099,493.99999999999994,38,60781.181999999986,623.66,2,2,7
1101,73.0,29,84227.848,5679.48,2,2,9
1102,432.0,38,60781.181999999986,1558.88,2,2,7
1115,479.0,48,877.23,85646.41,2,2,5
1118,617.0,61,917.4299999999998,11839.77,2,2,7
1119,756.0,29,117412.19,4888.91,2,2,2
1124,66.0,35,75225.116,16837.6,2,2,7
1126,663.0,33,122528.18,19626.3,2,1,8
1131,5.0,37,125822.21,111697.99999999999,2,2,9
1139,727.0,57,19679.72,753.37,2,1,1
1142,793.0,41,65176.351999999984,152153.74,2,2,9
1148,613.0,34,37853.46000000001,41724.72,2,2,3
1151,826.0,29,129938.7,192.53,2,1,4
1154,538.0,39,122773.5,58467.8,2,2,2
1157,7.0,54,79415.67,139735.54,2,2,1
1159,729.0,37,53189.318,1862.54,2,2,1
1170,699.0,26,79932.41,15242.439999999999,2,2,6
1173,478.0,36,92363.3,44912.7,2,1,3
1174,75.0,4,23715.15,179978.68,2,1,5
1175,719.0,39,70481.66399999998,145759.7,2,2,5
1192,785.0,61,129855.72,17214.82,2,1,4
1193,363.0,28,14698.429999999998,1615.14,2,1,6
1197,58.99999999999999,34,62454.14599999999,17121.44,2,1,6
1206,584.0,32,81213.17599999999,1956.82,2,2,5
1212,61.00000000000001,42,502488.492,15832.59,2,2,6
1214,579.0,33,40117.500000000015,94993.4,2,2,6
1215,745.0,54,56011.795999999995,173912.29,2,1,8
1223,699.0,47,60217.81999999999,3117.44,2,2,1
1224,5.0,47,128486.11,179227.12,2,1,8
1225,77.0,53,19663.47,5211.45,2,1,6
1229,575.0,31,61165.87799999999,95686.42,2,1,6
1231,772.0,3,78653.5,179.48,2,2,4
1248,689.0,28,68556.48599999999,192449.2,2,1,3
1255,624.0,46,94009.652,62825.3,2,2,3
1262,665.0,4,173432.55,116766.78999999998,2,1,1
1264,837.0,31,14678.62,5972.6,2,2,9
1274,562.0,32,161628.66,91482.5,2,2,6
1278,426.99999999999994,67,77795.572,163714.92,2,2,7
1280,741.0,25,59177.99200000001,73873.65,2,2,4
1281,79.0,46,182364.53,139266.48,2,2,8
1285,52.0,63,162278.32,34765.33,2,1,5
1286,579.0,37,152212.88,12219.14,2,2,5
1287,698.0,39,161993.89,9212.38,2,1,9
1288,548.0,39,131468.44,164975.82,2,2,7
1291,734.0,37,1344.92,34548.74,2,1,2
1295,534.0,33,151233.62,199336.63,2,1,3
1296,653.0,55,7263.829999999999,62347.70999999999,2,2,2
1301,643.0,34,83132.9,2136.88,2,2,3
1306,823.0,46,81576.75,2837.95,2,1,3
1307,645.0,49,62142.99999999999,123.15,2,2,2
1309,591.0,3,124857.69,5485.7,2,2,8
1315,67.0,27,1912.1900000000003,7631.27,2,1,5
1323,635.0,5,159453.64,5456.79,2,2,7
1327,73.0,2,16526.98,41626.78,2,2,3
1330,64.0,46,266594.002,8943.19,2,1,8
1335,568.0,42,127119.82400000002,12587.79,2,1,9
1336,618.0,38,126473.99,91972.49,2,2,5
1339,682.0,46,12829.72,62615.35,2,2,7
1340,727.0,42,9743.18,17415.2,2,2,2
1342,652.0,71,79254.258,1217.1,2,2,4
1343,67.0,42,81589.4,188227.8,2,2,3
1345,568.0,26,85093.48999999999,166495.2,2,1,6
1349,575.0,42,93652.00599999998,83594.51,2,2,3
1353,626.0,29,36899.554,49361.84,2,2,7
1354,611.0,52,36877.85,73585.18,2,2,7
1355,734.0,39,65155.67600000001,95135.27,2,2,6
1363,775.0,3,59357.223999999995,57461.13,2,2,4
1366,645.0,37,70140.62399999998,13589.93,2,1,7
1368,689.0,31,101347.798,13661.2,2,1,4
1377,768.0,44,663.4,17845.97,2,1,6
1378,715.0,35,4169.88,199857.47,2,1,4
1382,661.0,42,91377.94399999997,35989.41,2,1,3
1384,582.0,46,67563.31,4456.9,2,1,8
1392,794.0,45,88656.37,116547.31000000001,2,2,8
1395,75.0,46,44387.094000000005,117273.34999999999,2,2,7
1396,636.0,33,59212.392,92277.47,2,1,5
1399,517.0,29,106553.25999999998,1342.88,2,1,5
1401,62.0,42,70583.614,267.1,2,1,2
1404,662.0,41,935.7700000000001,75884.65,2,1,4
1406,572.0,23,126873.51999999999,674.12,2,2,2
1416,585.0,33,56011.796,114182.7,2,1,8
1420,724.0,45,83888.54,34121.81,2,2,5
1422,696.0,41,127523.74999999999,191417.42,2,2,9
1424,63.0,42,91611.12,144675.3,2,1,8
1432,573.0,44,40572.758,94862.93,2,1,4
1435,598.0,44,60044.17999999999,148487.9,2,2,8
1441,627.0,44,81730.606,114469.55000000002,2,2,6
1447,697.0,56,1182.3,523.31,2,2,5
1450,632.0,31,136556.44,82152.83,2,2,3
1454,521.0,34,7731.700000000001,2243.97,2,1,7
1456,639.0,28,60407.79,126561.7,2,2,8
1461,611.0,34,69702.534,1795.58,2,2,4
1464,637.0,4,66279.02999999998,18161.6,2,1,6
1472,726.0,26,878.16,19225.85,2,1,1
1481,592.0,38,32523.54800000001,18426.2,2,2,8
1484,85.0,29,75993.35399999998,197996.65,2,1,1
1487,71.0,51,93656.95,1414.51,2,1,4
1488,596.0,30,121345.87999999999,41921.75,2,2,6
1490,797.0,31,51808.96,117916.63,2,1,8
1492,735.0,5,87525.59599999999,166677.35,2,2,9
1493,68.0,3,63095.306,16131.58,2,1,3
1496,569.0,38,6616.264,79618.79,2,2,8
1511,575.0,37,51999.716,3114.32,2,1,4
1514,539.0,38,7146.67,174.5,2,2,8
1515,559.8,39,133214.13,2769.88,2,2,6
1518,71.0,36,266594.002,8326.19,2,1,8
1521,57.0,29,62454.14599999999,9478.9,2,1,6
1523,598.0,41,60044.17999999999,161954.43,2,2,8
1525,569.0,41,13984.360000000002,163524.7,2,1,4
1529,578.0,23,54510.718,112124.98,2,2,8
1535,764.0,33,168964.77,118982.51,2,1,9
1538,67.0,36,98266.3,46416.36,2,1,4
1543,656.0,69,163975.9,3618.5,2,2,6
1544,52.0,42,69114.518,3622.74,2,2,7
1547,653.0,3,88243.29,96658.26,2,1,2
1548,668.0,25,60407.79,135112.9,2,2,8
1550,639.0,54,82745.366,53843.71,2,1,2
1551,73.0,52,95655.054,122398.83999999998,2,1,7
1556,85.0,29,45007.526000000005,94815.4,2,1,1
1563,559.0,4,139129.44,32635.54,2,1,5
1570,717.0,49,11864.38,124532.90000000001,2,1,1
1577,687.0,21,43967.18000000001,154767.34,2,1,8
1584,671.0,42,76758.39799999999,128449.33000000002,2,1,3
1590,632.0,39,97854.37,93536.38,2,1,5
1592,521.0,29,628.62,154271.41,2,2,3
1593,591.0,36,135216.8,12222.89,2,2,7
1617,557.0,4,114738.21800000002,15433.529999999999,2,1,4
1621,689.0,38,7575.14,8651.92,2,2,5
1624,525.0,25,27038.469999999998,69361.95,2,1,1
1628,662.0,3,81111.238,157884.83,2,1,9
1631,35.0,54,152677.48,191973.49,2,2,1
1634,75.0,23,85467.17799999999,73131.73,2,1,5
1637,538.0,31,61079.70399999998,179453.66,2,1,5
1640,583.0,47,12562.23,9278.1,2,2,5
1641,712.0,53,11161.1,26542.17,2,2,2
1642,626.0,62,82169.70599999999,651.74,2,2,3
1649,731.0,41,90395.28799999999,22299.27,2,2,4
1651,634.0,31,18632.48,179485.96,2,2,9
1659,68.0,31,119825.75,11139.3,2,1,9
1667,66.0,46,129165.898,183717.94,2,1,8
1670,559.0,24,114739.92,85891.2,2,2,3
1675,784.0,33,55720.722,16222.47,2,2,1
1676,812.0,44,92787.66799999998,66926.83,2,1,8
1677,784.0,40,95938.86199999998,18891.3,2,1,8
1680,75.0,39,133261.13,7865.9,2,2,6
1681,681.0,32,77840.916,59679.9,2,1,3
1686,682.0,36,70481.66399999998,147758.51,2,2,5
1687,85.0,37,13724.77,28865.590000000004,2,2,4
1689,595.0,35,58690.25,115.78999999999999,2,2,8
1690,675.0,36,5498.18,54478.52,2,2,3
1691,591.0,31,60407.79,141677.33,2,2,8
1693,554.0,34,98750.71399999999,16981.3,2,1,8
1702,686.0,22,54756.816000000006,158974.45,2,2,5
1706,719.0,38,96988.55199999998,126876.47000000002,2,2,5
1709,85.0,3,97779.314,27937.12,2,2,2
1710,828.0,28,134766.85,79355.87,2,2,8
1712,712.0,47,139887.1,95719.73,2,2,1
1716,89.0,33,84227.848,12445.65,2,2,9
1717,77.0,35,56674.48000000001,17987.4,2,1,3
1718,648.0,32,60407.79,133653.38,2,2,8
1719,76.0,57,44546.384,2511.17,2,1,1
1722,595.0,3,1683.54,178361.4,2,1,5
1727,676.0,36,66838.826,3173.31,2,1,4
1728,758.0,4,93499.82,123218.81,2,1,5
1731,61.00000000000001,44,343671.806,58561.310000000005,2,1,4
1737,769.0,39,31429.836000000007,47722.79,2,2,9
1738,796.0,41,17525.7,1851.4100000000003,2,2,8
1746,584.0,59,61478.846,1326.11,2,1,1
1753,595.0,23,11126.66,3742.8,2,1,1
1755,533.0,52,92045.19,194113.99,2,1,7
1768,76.0,28,14138.57,16287.379999999997,2,2,1
1770,725.0,36,11852.26,131173.9,2,1,4
1773,64.0,34,137523.2,24761.36,2,2,1
1781,793.0,36,92444.18,148993.47,2,1,6
1783,533.0,38,135289.33,152956.33,2,2,1
1786,711.0,37,31951.503999999997,83978.86,2,2,2
1789,763.0,37,35946.632,14975.250000000002,2,1,6
1791,72.0,35,14262.8,54689.16,2,1,8
1792,686.0,41,12749.72,194913.86,2,2,7
1793,629.0,36,161757.87,146371.72,2,2,1
1799,85.0,39,19668.564000000002,1433.9,2,1,1
1802,683.0,24,98567.1,187987.1,2,1,8
1818,633.0,32,16334.12,74415.2,2,2,5
1819,714.0,45,159.29,139889.15,2,2,8
1820,64.0,23,124577.33000000002,7267.250000000001,2,2,9
1821,63.0,35,77917.13799999999,186826.22,2,2,1
1822,85.0,31,91292.7,162149.7,2,1,4
1827,425.0,22,169649.73,136365.0,2,1,7
1828,547.0,31,161721.714,99294.22,2,1,9
1834,7.0,46,5658.95,45424.13,2,1,5
1836,767.0,31,85205.486,195668.0,2,2,6
1840,464.0,34,761.57,158668.87,2,1,5
1842,745.0,35,51808.96,116581.1,2,1,8
1846,485.0,3,83531.044,1767.3700000000001,2,1,7
1847,58.99999999999999,37,64345.21,61759.33,2,1,4
1849,581.0,29,98750.71399999999,46735.19,2,1,8
1852,698.0,38,951.9200000000001,15227.859999999999,2,2,1
1856,527.0,29,27755.97,97468.44,2,1,2
1860,639.0,28,9784.72,178222.77,2,1,8
1863,731.0,25,9695.21,97877.92,2,2,8
1870,624.0,33,62899.056,76551.7,2,2,6
1871,634.0,36,85996.19,15887.68,2,2,2
1872,85.0,5,22292.358,33741.84,2,1,1
1874,529.0,35,95772.97,112781.5,2,2,5
1875,572.0,31,9818.79,119996.95,2,2,5
1877,77.0,55,63127.41000000001,185211.28,2,2,9
1878,648.0,35,5946.816000000001,78436.36,2,2,7
1881,53.00000000000001,36,70583.614,14721.800000000001,2,1,2
1885,563.0,32,122456.39,1972.8,2,2,6
1886,667.0,39,167557.12,41183.2,2,2,7
1887,613.0,34,1173.2,13941.8,2,2,8
1894,535.0,49,11539.75,111421.77000000002,2,1,7
1896,85.0,38,63095.306,17936.76,2,1,3
1897,673.0,37,98266.426,82351.6,2,1,4
1899,627.0,3,66279.03,11348.47,2,1,6
1901,796.0,67,55231.87,54871.2,2,2,5
1902,773.0,33,35367.424,9882.9,2,1,1
1903,752.0,36,78214.298,4557.84,2,2,2
1904,625.0,69,17569.96,182336.45,2,1,1
1908,65.0,48,62454.14599999999,462.99,2,1,6
1909,67.0,32,72216.606,46175.7,2,1,3
1910,617.0,42,715.87,1283.73,2,2,7
1914,746.0,31,113836.27,174815.54,2,2,2
1915,53.00000000000001,25,46702.818000000014,192841.13,2,2,7
1929,632.0,4,1974.6200000000001,141896.74,2,1,3
1932,655.0,56,98298.24599999998,41782.7,2,1,5
1941,452.00000000000006,44,88915.85,69697.74,2,2,3
1944,783.0,39,65176.352,143752.77,2,2,9
1948,68.0,35,81081.064,143774.6,2,2,9
1954,624.0,51,174397.21,172372.63,2,2,5
1960,655.0,36,135515.76,8613.96,2,1,1
1961,75.0,24,177799.83,79886.6,2,1,5
1962,358.0,52,143542.36,141959.11,2,1,8
1967,559.0,25,89402.89799999999,163221.22,2,2,5
1968,488.00000000000006,39,14553.460000000001,1244.44,2,1,9
1971,582.0,26,65848.36,3149.21,2,2,4
1972,733.0,3,83319.28,57769.200000000004,2,1,5
1976,598.0,38,85093.48999999999,173783.38,2,1,6
1977,717.0,35,53189.318,17477.14,2,2,1
1981,476.0,69,1533.73,13426.34,2,1,1
1983,748.0,4,57528.78199999999,132368.47,2,1,4
1984,531.0,45,126495.56999999999,164741.5,2,1,1
1985,719.0,47,116393.59,6351.32,2,1,9
1988,563.0,46,16171.68,163145.5,2,1,8
1989,695.0,28,962.86,57992.49,2,2,4
1990,841.0,41,86908.56999999999,19393.77,2,2,1
2003,49.0,24,141634.0,19639.1,2,1,3
2006,735.0,35,39231.278,65551.65,2,2,7
2009,540.0,24,326291.0,2446.41,2,1,9
2010,87.0,45,2226291.0,148684.81,2,2,6
2013,63.0,32,1116291.0,38555.46,2,1,8
2014,50.0,38,1326871.0,118913.53000000001,2,1,4
